Year,Quarter,Month,DayofMonth,DayOfWeek,FlightDate,UniqueCarrier,AirlineID,Carrier,TailNum,FlightNum,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac
2012,4,12,30,7,2012/12/30,US,20355,US,N820AW,545,11298,1129803,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74
2012,4,12,16,7,2012/12/16,DL,19790,DL,N3753,548,12889,1288903,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85
2012,4,12,21,5,2012/12/21,FL,20437,FL,N971AT,556,15304,1530402,33195,TPA,"Tampa, FL",FL,12,Florida,33
2012,4,12,30,7,2012/12/30,FL,20437,FL,N921AT,557,15304,1530402,33195,TPA,"Tampa, FL",FL,12,Florida,33
2012,4,12,10,1,2012/12/10,FL,20437,FL,N990AT,558,15304,1530402,33195,TPA,"Tampa, FL",FL,12,Florida,33
2012,4,12,14,5,2012/12/14,WN,19393,WN,N652SW,559,13342,1334205,33342,MKE,"Milwaukee, WI",WI,55,Wisconsin,45
2012,4,12,25,2,2012/12/25,UA,19977,UA,N525UA,560,12478,1247802,31703,JFK,"New York, NY",NY,36,New York,22
2012,4,12,29,6,2012/12/29,AA,19805,AA,N470AA,563,11298,1129803,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74
2012,4,12,2,7,2012/12/2,UA,19977,UA,N437UA,564,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82
2012,4,12,9,7,2012/12/9,UA,19977,UA,N438UA,565,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74
2012,4,12,22,6,2012/12/22,WN,19393,WN,N620SW,568,13931,1393102,33667,ORF,"Norfolk, VA",VA,51,Virginia,38
2012,4,12,10,1,2012/12/10,AA,19805,AA,N3JRAA,569,14635,1463502,31714,RSW,"Fort Myers, FL",FL,12,Florida,33
2012,4,12,3,1,2012/12/3,FL,20437,FL,N289AT,570,15304,1530402,33195,TPA,"Tampa, FL",FL,12,Florida,33
2012,4,12,28,5,2012/12/28,B6,20409,B6,N298JB,571,12197,1219702,31703,HPN,"White Plains, NY",NY,36,New York,22
