Year,Quarter,Month,DayofMonth,DayOfWeek,FlightDate,UniqueCarrier,AirlineID,Carrier,TailNum,FlightNum,OriginAirportID
2012,4,12,5,3,2012/12/5,AA,19805,AA,N3HDAA,402,14771
2012,4,12,31,1,2012/12/31,UA,19977,UA,N430UA,403,11292
2012,4,12,30,7,2012/12/30,B6,20409,B6,N638JB,404,12954
2012,4,12,17,1,2012/12/17,UA,19977,UA,N828UA,405,11292
2012,4,12,6,4,2012/12/6,UA,19977,UA,N852UA,406,10620
2012,4,12,7,5,2012/12/7,WN,19393,WN,N267WN,407,10140
2012,4,12,5,3,2012/12/5,F9,20436,F9,N902FR,408,12892
2012,4,12,25,2,2012/12/25,UA,19977,UA,N453UA,410,13930
2012,4,12,16,7,2012/12/16,AA,19805,AA,N5DMAA,411,13204
2012,4,12,14,5,2012/12/14,F9,20436,F9,N206FR,413,11292
2012,4,12,13,4,2012/12/13,FL,20437,FL,N921AT,414,13232
2012,4,12,30,7,2012/12/30,US,20355,US,N542UW,415,14107
2012,4,12,1,6,2012/12/1,VX,21171,VX,N621VA,416,12892
2012,4,12,16,7,2012/12/16,WN,19393,WN,N606SW,417,10821
2012,4,12,7,5,2012/12/7,UA,19977,UA,N513UA,419,12264
2012,4,12,23,7,2012/12/23,VX,21171,VX,N637VA,420,12892
2012,4,12,3,1,2012/12/3,WN,19393,WN,N912WN,423,14100
2012,4,12,31,1,2012/12/31,F9,20436,F9,N927FR,425,10397
2012,4,12,4,2,2012/12/4,WN,19393,WN,N767SW,426,12889
2012,4,12,3,1,2012/12/3,UA,19977,UA,N476UA,428,11618
2012,4,12,26,3,2012/12/26,AA,19805,AA,N201AA,429,10397
2012,4,11,13,2,2012/11/13,AA,19805,AA,N4XGAA,430,11298
2012,4,12,17,1,2012/12/17,WN,19393,WN,N684WN,431,13232
2012,4,11,6,2,2012/11/6,AA,19805,AA,N3FWAA,432,14771
2012,4,12,4,2,2012/12/4,WN,19393,WN,N622SW,437,14635
2012,4,12,23,7,2012/12/23,FL,20437,FL,N948AT,439,13342
2012,4,12,28,5,2012/12/28,WN,19393,WN,N639SW,440,10140
2012,4,12,14,5,2012/12/14,WN,19393,WN,N481WN,446,12892
2012,4,12,17,1,2012/12/17,AA,19805,AA,N3HXAA,449,11278
2012,4,12,28,5,2012/12/28,US,20355,US,N601AW,450,14107
2012,4,12,30,7,2012/12/30,WN,19393,WN,N8316H,452,12889
2012,4,12,3,1,2012/12/3,US,20355,US,N622AW,454,10397
2012,4,11,3,6,2012/11/3,AA,19805,AA,N3AKAA,456,12892
2012,4,12,28,5,2012/12/28,WN,19393,WN,N349SW,457,14679
2012,4,12,4,2,2012/12/4,UA,19977,UA,N419UA,458,14771
2012,4,12,4,2,2012/12/4,UA,19977,UA,N527UA,460,12266
2012,4,12,12,3,2012/12/12,B6,20409,B6,N593JB,461,10721
2012,4,12,2,7,2012/12/2,WN,19393,WN,N8311Q,463,10821
2012,4,12,7,5,2012/12/7,WN,19393,WN,N956WN,464,13851
2012,4,12,3,1,2012/12/3,FL,20437,FL,N938AT,465,14100
2012,4,12,28,5,2012/12/28,AA,19805,AA,N3CDAA,466,12266
2012,4,12,6,4,2012/12/6,FL,20437,FL,N299AT,469,14122
2012,4,12,3,1,2012/12/3,AS,19930,AS,N557AS,477,12892
2012,4,12,17,1,2012/12/17,WN,19393,WN,N555LV,478,14747
2012,4,12,30,7,2012/12/30,AA,19805,AA,N474AA,479,15304
2012,4,12,23,7,2012/12/23,AS,19930,AS,N564AS,480,14747
2012,4,12,6,4,2012/12/6,UA,19977,UA,N851UA,482,11042
2012,4,12,18,2,2012/12/18,UA,19977,UA,N425UA,483,12266
2012,4,12,13,4,2012/12/13,UA,19977,UA,N506UA,484,14679
2012,4,12,5,3,2012/12/5,US,20355,US,N620AW,486,14107
2012,4,12,24,1,2012/12/24,US,20355,US,N662AW,487,11057
2012,4,12,29,6,2012/12/29,UA,19977,UA,N821UA,489,14771
2012,4,12,31,1,2012/12/31,AA,19805,AA,N4YRAA,491,11298
2012,4,12,9,7,2012/12/9,B6,20409,B6,N506JB,493,10721
2012,4,12,1,6,2012/12/1,B6,20409,B6,N607JB,494,11292
2012,4,12,12,3,2012/12/12,WN,19393,WN,N210WN,496,12889
2012,4,12,4,2,2012/12/4,WN,19393,WN,N502SW,497,10279
2012,4,12,23,7,2012/12/23,US,20355,US,N510UW,498,11292
2012,4,12,13,4,2012/12/13,AA,19805,AA,N582AA,500,11298
2012,4,12,1,6,2012/12/1,AS,19930,AS,N525AS,502,14747
2012,4,12,9,7,2012/12/9,FL,20437,FL,N994AT,503,14635
2012,4,12,23,7,2012/12/23,DL,19790,DL,N539US,505,11433
2012,4,12,16,7,2012/12/16,UA,19977,UA,N408UA,507,11292
2012,4,12,10,1,2012/12/10,AS,19930,AS,N612AS,508,14747
2012,4,12,26,3,2012/12/26,UA,19977,UA,N809UA,509,11292
2012,4,12,9,7,2012/12/9,F9,20436,F9,N210FR,510,14747
2012,4,12,28,5,2012/12/28,DL,19790,DL,N338NB,512,11433
2012,4,12,6,4,2012/12/6,HA,19690,HA,N490HA,516,12173
2012,4,12,29,6,2012/12/29,AA,19805,AA,N571AA,521,14492
2012,4,12,8,6,2012/12/8,UA,19977,UA,N480UA,522,14771
2012,4,12,11,2,2012/12/11,UA,19977,UA,N466UA,523,14107
2012,4,11,16,5,2012/11/16,AA,19805,AA,N489AA,524,11298
2012,4,12,23,7,2012/12/23,AA,19805,AA,N4XLAA,525,10693
2012,4,12,30,7,2012/12/30,AA,19805,AA,N3BNAA,526,13495
2012,4,11,14,3,2012/11/14,AA,19805,AA,N5CPAA,527,13303
2012,4,12,28,5,2012/12/28,US,20355,US,N826AW,528,13342
2012,4,11,23,5,2012/11/23,AA,19805,AA,N5DAAA,530,13303
2012,4,12,7,5,2012/12/7,F9,20436,F9,N803FR,531,12889
2012,4,11,9,5,2012/11/9,AA,19805,AA,N3ALAA,532,12892
2012,4,12,14,5,2012/12/14,B6,20409,B6,N641JB,534,15304
2012,4,12,16,7,2012/12/16,UA,19977,UA,N477UA,537,12892
2012,4,12,3,1,2012/12/3,FL,20437,FL,N267AT,538,14843
2012,4,12,23,7,2012/12/23,UA,19977,UA,N552UA,541,14771
2012,4,12,7,5,2012/12/7,FL,20437,FL,N942AT,542,14524
2012,4,12,7,5,2012/12/7,WN,19393,WN,N601WN,543,12892
2012,4,12,22,6,2012/12/22,B6,20409,B6,N607JB,544,14027
2012,4,12,18,2,2012/12/18,US,20355,US,N673AW,545,11298
2012,4,12,21,5,2012/12/21,AA,19805,AA,N3CWAA,548,13930
2012,4,12,9,7,2012/12/9,WN,19393,WN,N256WN,556,11042
2012,4,12,29,6,2012/12/29,F9,20436,F9,N906FR,557,11292
2012,4,12,27,4,2012/12/27,B6,20409,B6,N236JB,558,15304
2012,4,12,26,3,2012/12/26,B6,20409,B6,N266JB,559,12197
2012,4,12,7,5,2012/12/7,UA,19977,UA,N461UA,560,14771
2012,4,12,11,2,2012/12/11,WN,19393,WN,N298WN,563,13796
2012,4,12,27,4,2012/12/27,UA,19977,UA,N415UA,564,12892
2012,4,12,27,4,2012/12/27,UA,19977,UA,N475UA,565,13930
2012,4,12,29,6,2012/12/29,DL,19790,DL,N3750D,568,14679
2012,4,12,5,3,2012/12/5,US,20355,US,N509AY,569,14107
2012,4,12,5,3,2012/12/5,UA,19977,UA,N539UA,570,12266
2012,4,12,21,5,2012/12/21,FL,20437,FL,N947AT,571,14193
2012,4,12,4,2,2012/12/4,FL,20437,FL,N923AT,572,13204
2012,4,12,6,4,2012/12/6,AS,19930,AS,N532AS,573,14679
2012,4,12,1,6,2012/12/1,AS,19930,AS,N531AS,574,14057
2012,4,12,10,1,2012/12/10,WN,19393,WN,N7704B,575,14057
2012,4,12,12,3,2012/12/12,F9,20436,F9,N905FR,577,11292
2012,4,12,14,5,2012/12/14,AS,19930,AS,N581AS,578,14057
2012,4,12,11,2,2012/12/11,AS,19930,AS,N625AS,579,14679
2012,4,12,23,7,2012/12/23,B6,20409,B6,N554JB,583,12197
2012,4,12,23,7,2012/12/23,UA,19977,UA,N845UA,584,12266
2012,4,12,25,2,2012/12/25,F9,20436,F9,N932FR,585,11292
2012,4,12,27,4,2012/12/27,US,20355,US,N804AW,587,11433
2012,4,12,7,5,2012/12/7,UA,19977,UA,N585UA,588,15304
2012,4,12,21,5,2012/12/21,US,20355,US,N644AW,590,14107
2012,4,12,30,7,2012/12/30,B6,20409,B6,N643JB,594,13204
2012,4,12,19,3,2012/12/19,UA,19977,UA,N494UA,600,13930
2012,4,12,15,6,2012/12/15,FL,20437,FL,N919AT,602,13204
2012,4,12,13,4,2012/12/13,WN,19393,WN,N522SW,604,12191
2012,4,12,24,1,2012/12/24,FL,20437,FL,N964AT,606,13204
2012,4,12,22,6,2012/12/22,FL,20437,FL,N939AT,608,10397
2012,4,12,9,7,2012/12/9,AA,19805,AA,N435AA,610,11298
2012,4,12,23,7,2012/12/23,F9,20436,F9,N919FR,612,12889
2012,4,12,3,1,2012/12/3,WN,19393,WN,N669SW,614,10800
2012,4,12,22,6,2012/12/22,FL,20437,FL,N983AT,616,10821
2012,4,12,19,3,2012/12/19,FL,20437,FL,N960AT,617,13495
2012,4,12,14,5,2012/12/14,US,20355,US,N621AW,618,14107
2012,4,12,4,2,2012/12/4,AA,19805,AA,N3DNAA,619,11298
2012,4,12,8,6,2012/12/8,AA,19805,AA,N582AA,620,11298
2012,4,12,2,7,2012/12/2,US,20355,US,N833AW,621,14107
2012,4,12,23,7,2012/12/23,UA,19977,UA,N447UA,625,11278
2012,4,12,23,7,2012/12/23,AS,19930,AS,N612AS,627,12889
2012,4,12,20,4,2012/12/20,DL,19790,DL,N369NB,629,11278
2012,4,12,26,3,2012/12/26,UA,19977,UA,N465UA,630,11292
2012,4,12,7,5,2012/12/7,B6,20409,B6,N805JB,632,14771
2012,4,12,1,6,2012/12/1,UA,19977,UA,N814UA,633,11042
2012,4,12,23,7,2012/12/23,B6,20409,B6,N636JB,634,14771
2012,4,12,21,5,2012/12/21,UA,19977,UA,N418UA,635,13930
2012,4,12,10,1,2012/12/10,FL,20437,FL,N977AT,637,13495
2012,4,12,5,3,2012/12/5,UA,19977,UA,N460UA,639,14307
2012,4,12,9,7,2012/12/9,US,20355,US,N819AW,641,14107
2012,4,12,30,7,2012/12/30,UA,19977,UA,N517UA,642,12478
2012,4,12,13,4,2012/12/13,WN,19393,WN,N655WN,643,14893
2012,4,12,19,3,2012/12/19,UA,19977,UA,N845UA,644,12266
2012,4,12,21,5,2012/12/21,AS,19930,AS,N795AS,645,14107
2012,4,12,22,6,2012/12/22,US,20355,US,N835AW,647,14107
2012,4,12,23,7,2012/12/23,UA,19977,UA,N474UA,651,13204
2012,4,12,15,6,2012/12/15,US,20355,US,N838AW,652,13198
2012,4,12,10,1,2012/12/10,WN,19393,WN,N439WN,654,11618
2012,4,12,9,7,2012/12/9,US,20355,US,N668AW,658,14771
2012,4,12,30,7,2012/12/30,AS,19930,AS,N577AS,659,14107
2012,4,12,2,7,2012/12/2,F9,20436,F9,N932FR,661,11292
2012,4,12,27,4,2012/12/27,F9,20436,F9,N927FR,662,14771
2012,4,12,31,1,2012/12/31,B6,20409,B6,N266JB,663,15096
2012,4,12,25,2,2012/12/25,B6,20409,B6,N580JB,665,10792
2012,4,12,8,6,2012/12/8,WN,19393,WN,N645SW,667,11540
2012,4,12,31,1,2012/12/31,WN,19393,WN,N352SW,668,10257
2012,4,12,4,2,2012/12/4,AA,19805,AA,N587AA,670,11298
2012,4,12,1,6,2012/12/1,DL,19790,DL,N329NB,671,11433
2012,4,12,23,7,2012/12/23,AA,19805,AA,N5CYAA,672,15024
2012,4,12,26,3,2012/12/26,FL,20437,FL,N947AT,673,10821
2012,4,12,8,6,2012/12/8,UA,19977,UA,N595UA,674,13930
2012,4,12,24,1,2012/12/24,WN,19393,WN,N486WN,675,13204
2012,4,12,25,2,2012/12/25,AS,19930,AS,N549AS,676,14747
2012,4,12,8,6,2012/12/8,AA,19805,AA,N5DWAA,677,13303
2012,4,12,31,1,2012/12/31,AS,19930,AS,N408AS,678,14747
2012,4,12,12,3,2012/12/12,UA,19977,UA,N575UA,679,14771
2012,4,12,17,1,2012/12/17,UA,19977,UA,N437UA,680,11042
2012,4,12,30,7,2012/12/30,UA,19977,UA,N577UA,683,13930
2012,4,12,13,4,2012/12/13,AS,19930,AS,N796AS,684,14747
2012,4,12,6,4,2012/12/6,WN,19393,WN,N494WN,685,13204
2012,4,12,16,7,2012/12/16,UA,19977,UA,N437UA,686,13930
2012,4,12,25,2,2012/12/25,UA,19977,UA,N421UA,688,14908
2012,4,12,7,5,2012/12/7,UA,19977,UA,N525UA,689,14771
2012,4,12,28,5,2012/12/28,AA,19805,AA,N3GJAA,690,13303
2012,4,12,23,7,2012/12/23,AS,19930,AS,N706AS,691,11884
2012,4,12,18,2,2012/12/18,AS,19930,AS,N796AS,695,11884
2012,4,12,2,7,2012/12/2,FL,20437,FL,N915AT,697,13204
2012,4,12,28,5,2012/12/28,FL,20437,FL,N934AT,698,14635
2012,4,12,6,4,2012/12/6,AA,19805,AA,N3GAAA,700,11298
2012,4,12,16,7,2012/12/16,FL,20437,FL,N989AT,701,13204
2012,4,12,8,6,2012/12/8,FL,20437,FL,N997AT,702,13204
2012,4,12,1,6,2012/12/1,DL,19790,DL,N916DL,704,10397
2012,4,12,22,6,2012/12/22,US,20355,US,N173US,706,12892
2012,4,12,25,2,2012/12/25,US,20355,US,N107US,707,11057
2012,4,12,27,4,2012/12/27,AA,19805,AA,N3EPAA,708,11298
2012,4,12,2,7,2012/12/2,DL,19790,DL,N941DL,709,13244
2012,4,12,20,4,2012/12/20,US,20355,US,N191UW,715,14100
2012,4,12,27,4,2012/12/27,UA,19977,UA,N828UA,720,12266
2012,4,12,25,2,2012/12/25,WN,19393,WN,N458WN,724,13931
2012,4,12,14,5,2012/12/14,WN,19393,WN,N493WN,727,13796
2012,4,12,7,5,2012/12/7,WN,19393,WN,N249WN,728,14831
2012,4,12,25,2,2012/12/25,WN,19393,WN,N920WN,729,12889
2012,4,12,23,7,2012/12/23,AS,19930,AS,N319AS,730,10299
2012,4,12,14,5,2012/12/14,AS,19930,AS,N318AS,731,14747
2012,4,12,7,5,2012/12/7,B6,20409,B6,N519JB,732,10732
2012,4,12,3,1,2012/12/3,UA,19977,UA,N458UA,740,11292
2012,4,12,29,6,2012/12/29,AS,19930,AS,N535AS,741,10397
2012,4,12,18,2,2012/12/18,B6,20409,B6,N531JB,742,14843
