index,Fulfilment,Sales Channel ,ship-service-level,currency,ship-country,fulfilled-by,Unnamed: 22
94483,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94488,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94489,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94495,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94496,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94499,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94501,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94506,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94508,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94519,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94527,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94531,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94532,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94534,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94544,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94545,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94546,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94552,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94558,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94559,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94560,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94567,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94570,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94573,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94574,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94576,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94579,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94582,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94588,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94591,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94595,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94599,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94600,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94604,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94613,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94614,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94622,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94623,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94626,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94636,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94639,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94650,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94651,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94656,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94658,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94660,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94663,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94664,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94665,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94666,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94667,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94669,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94672,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94678,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94683,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94684,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94687,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94688,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94689,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94693,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94700,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94704,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94705,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94706,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94713,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94717,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94718,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94720,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94722,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94727,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94732,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94744,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94748,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94749,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94750,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94753,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94764,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94767,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94769,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94772,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94773,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94774,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94779,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94780,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94785,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94788,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94791,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94793,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94794,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94795,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94796,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94800,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94814,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94815,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94817,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94818,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94819,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94821,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94824,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94837,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94843,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94846,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94848,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94849,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94855,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94860,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94862,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94868,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94871,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94873,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94879,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94882,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94888,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94889,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94890,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94891,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94892,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94893,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94898,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94901,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94917,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94918,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94924,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94930,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94932,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94936,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94938,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94946,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94949,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94950,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94951,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94960,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94971,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94973,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
94992,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95003,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95006,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95010,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95013,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95021,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95026,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95028,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95034,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95038,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95042,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95043,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95048,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95051,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95055,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95056,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95057,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95059,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95063,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95074,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95078,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95080,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95081,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95084,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95086,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95089,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95094,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95095,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95097,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95100,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95104,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95110,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95116,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95118,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95123,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95127,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95130,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95143,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95148,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95159,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95166,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95168,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95171,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95180,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95183,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95184,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95185,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95186,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95188,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95190,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95194,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95204,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95206,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95212,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95216,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95218,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95223,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95224,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95227,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95234,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95235,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95238,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95248,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95249,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95264,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95265,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95270,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95271,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95276,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95277,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95295,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95298,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95300,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95320,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95322,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95324,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95325,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95335,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95339,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95347,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95360,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95375,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95383,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95387,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95389,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95392,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95394,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95398,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95400,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95401,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95403,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95407,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95408,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95425,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95436,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95440,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95445,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95447,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95450,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95455,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95460,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95472,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95476,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95482,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95487,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95491,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95493,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95520,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95525,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95528,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95534,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95540,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95554,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95557,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95559,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95565,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95567,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95587,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95590,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95593,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95594,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95596,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95605,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95613,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95618,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95621,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95622,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95630,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95633,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95634,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95641,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95652,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95655,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95656,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95659,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95665,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95668,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95669,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95674,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95679,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95690,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95692,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95701,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95705,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95707,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95710,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95717,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95723,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95725,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95747,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95748,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95753,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95759,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95764,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95766,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95767,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95774,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95776,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95777,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95782,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95789,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95793,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95795,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95801,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95804,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95809,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95811,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95813,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95827,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95833,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95838,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95846,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95851,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95859,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95864,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95869,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95877,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95884,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95895,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95900,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95902,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95934,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95936,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95950,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95951,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95955,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95959,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95960,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95963,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95971,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95972,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95980,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95982,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95990,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95992,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95995,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
95996,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96000,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96004,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96009,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96018,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96022,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96023,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96025,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96026,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96043,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96047,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96049,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96050,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96055,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96057,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96059,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96069,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96079,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96082,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96103,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96104,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96105,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96107,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96110,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96112,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96114,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96123,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96128,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96129,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96131,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96135,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96136,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96139,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96140,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96143,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96145,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96146,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96147,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96151,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96159,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96160,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96165,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96169,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96173,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96174,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96181,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96186,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96195,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96196,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96198,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96205,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96207,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96211,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96213,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96214,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96225,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96230,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96239,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96251,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96254,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96257,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96262,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96275,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96277,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96279,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96280,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96284,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96288,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96289,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96300,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96302,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96303,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96304,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96305,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96306,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96311,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96318,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96320,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96321,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
96329,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
