index,Fulfilment,Sales Channel ,ship-service-level,currency,ship-country,fulfilled-by,Unnamed: 22
68826,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
68830,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
68831,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
68837,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
68839,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
68840,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
68841,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
68847,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
68848,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
68850,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
68851,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
68857,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
68862,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
68863,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
68865,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
68869,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
68883,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
68887,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
68889,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
68891,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
68892,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
68894,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
68898,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
68899,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
68903,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
68906,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
68910,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
68916,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
68918,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
68920,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
68921,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
68931,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
68934,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
68938,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
68943,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
68944,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
68945,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
68952,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
68955,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
68959,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
68960,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
68963,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
68966,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
68967,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
68972,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
68973,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
68974,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
68977,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
68980,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
68982,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
68983,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
68992,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
68993,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
68997,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
68998,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69000,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69004,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69006,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69009,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69020,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69027,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69028,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69029,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69031,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69034,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69038,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69040,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69043,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69044,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69047,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69050,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69052,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69054,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69056,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69060,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69061,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69066,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69070,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69072,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69074,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69078,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69079,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69082,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69083,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69087,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69088,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69089,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69090,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69091,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69095,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69099,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69104,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69112,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69116,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69118,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69119,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69120,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69121,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69122,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69123,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69124,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69127,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69128,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69129,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69131,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69133,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69134,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69135,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69140,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69146,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69148,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69150,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69154,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69164,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69165,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69167,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69169,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69170,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69174,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69176,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69182,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69184,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69186,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69194,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69195,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69197,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69198,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69200,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69202,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69205,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69209,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69210,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69212,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69216,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69218,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69219,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69221,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69224,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69226,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69229,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69230,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69231,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69233,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69234,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69235,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69240,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69245,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69247,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69248,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69249,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69250,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69253,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69254,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69255,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69261,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69263,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69266,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69268,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69273,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69278,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69280,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69284,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69288,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69289,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69290,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69291,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69300,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69301,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69302,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69305,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69306,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69310,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69314,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69315,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69322,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69323,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69324,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69325,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69326,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69327,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69332,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69333,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69336,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69339,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69342,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69345,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69350,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69351,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69354,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69355,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69357,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69358,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69359,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69361,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69362,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69371,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69373,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69378,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69381,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69384,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69385,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69386,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69388,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69389,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69391,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69395,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69398,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69399,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69400,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69401,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69404,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69405,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69406,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69407,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69408,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69413,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69414,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69417,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69418,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69419,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69425,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69427,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69428,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69429,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69430,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69433,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69436,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69437,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69442,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69445,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69448,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69451,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69454,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69455,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69457,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69460,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69465,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69467,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69469,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69470,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69471,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69473,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69474,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69476,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69477,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69478,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69479,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69481,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69485,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69486,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69487,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69494,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69496,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69500,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69501,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69502,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69504,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69506,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69516,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69517,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69520,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69521,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69524,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69526,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69527,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69528,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69529,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69530,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69531,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69534,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69535,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69537,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69539,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69544,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69550,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69553,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69557,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69559,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69563,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69568,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69572,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69574,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69576,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69579,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69581,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69582,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69585,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69586,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69587,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69589,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69590,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69591,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69594,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69595,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69599,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69601,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69602,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69605,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69607,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69608,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69612,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69613,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69614,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69615,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69617,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69618,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69619,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69620,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69623,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69627,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69628,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69629,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69633,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69636,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69637,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69638,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69639,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69642,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69645,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69648,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69653,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69661,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69667,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69669,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69670,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69672,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69673,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69674,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69676,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69680,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69682,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69687,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69688,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69690,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69692,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69701,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69703,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69710,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69712,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69714,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69716,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69720,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69722,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69726,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69727,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69728,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69730,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69731,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69732,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69734,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69735,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69740,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69743,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69745,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69746,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69747,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69751,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69753,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69754,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69756,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69761,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69762,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69771,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69776,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69778,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69779,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69780,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69781,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69782,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69785,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69786,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69787,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69788,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69791,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69792,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69793,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69800,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69801,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69803,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69804,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69806,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69807,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69815,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69818,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69820,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69822,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69824,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69829,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69830,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69835,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69836,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69837,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69838,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69839,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69841,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69844,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69845,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69848,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69849,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69852,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69859,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69860,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69861,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69864,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69865,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69866,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69867,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69871,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69872,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
69883,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
